word,pos_symbol,pos_word,meaning,sentiment score,sentiment
andamio,NN,noun,gangplank,0.0,Neutral
andámyu,NN,noun,gangplank.,0.0,Neutral
ándar,VB,verb,"to function, to work.",0.0,Neutral
anekdota,NN,noun,anecdote,0.0,Neutral
áng,RP,particle,definite noun marker.,0.273,Positive
ángay,JJ,adjective,"appropriate, becoming.",0.0,Neutral
ángay,VB,verb,"to be well matched, to be equal, to look becoming, to fit.",0.557,Positive
ángga’,NN,noun,"nickname, pet name.",0.0,Neutral
ángga’,VB,verb,"to fondle, to caress, to pet, to care for very much.",0.494,Positive
anggid,JJ,adjective,similar,0.0,Neutral
ánggid,JJ,adjective,"alike, similar.",0.0,Neutral
ánggid,VB,verb,"to be alike, to compare.",0.0,Neutral
anggid-anggid,JJ,adjective,"diminutive of anggid : nearly alike, similar",0.0,Neutral
anghel,NN,noun,angel,0.0,Neutral
anghel,NN,noun,young child who dies before the age of reason,0.0,Neutral
anghit,NN,noun,smell of a goat synonym: angrus,0.0,Neutral
angkab,VB,verb,bite,0.0,Neutral
ángkab,VB,verb,"of animals, to snap, to bite, to seize with teeth so as to grip or bite.",0.0,Neutral
ángkla,NN,noun,anchor.,0.0,Neutral
angkod,NN,noun,incisor ; front teeth,0.0,Neutral
ángkun,VB,verb,"to acquire, to attain, to possess.",0.0,Neutral
angso,NN,noun,smell of urine synonym: pangsot,0.0,Neutral
angút,VB,verb,"to join together, to tie together, to fasten together.",0.296,Positive
anhel,NN,noun,archaic form of anghel,0.0,Neutral
anhing,JJ,adjective,"dead , deceased , late",-0.649,Negative
anhíng,JJ,adjective,"late, departed, living comparatively recently.",0.0,Neutral
áni,NN,noun,"harvest, produce.",0.0,Neutral
áni,VB,verb,"to harvest, to reap.",0.0,Neutral
anila,NN,noun,beehive,0.0,Neutral
anila,VB,verb,"supervise , watch",0.0,Neutral
aninaw,VB,verb,"to imitate , to model synonyms: ilog , ehemplo , huaran , espeho , gia , huluaran",0.0,Neutral
aningál,VB,verb,to have the delusion of hearing a familiar sound.,0.0,Neutral
aninipot,NN,noun,firefly,0.0,Neutral
ankla,NN,noun,anchor,0.0,Neutral
ankla,VB,verb,anchor,0.0,Neutral
ántes,RB,adverb,"earlier, before, in advance, previously.",0.0,Neutral
antígu,VB,verb,"to know, to be knowledgeable.",0.0,Neutral
anting-anting,NN,noun,"amulet , talisman",0.0,Neutral
ánting’ánting,NN,noun,"amulet, talisman.",0.0,Neutral
antipara,NN,noun,"eyeglasses , glasses , spectacles synonyms: antiohos , tagosilang",0.0,Neutral
antipatiko,JJ,adjective,"repugnant , repulsive",0.0,Neutral
antipatikú,JJ,adjective,"unsympathetic, settled aversion.",-0.44,Negative
antiyado,JJ,adjective,buff ( color ),0.0,Neutral
ántud,JJ,adjective,"fetid, of odor, burnt.",0.0,Neutral
ántus,VB,verb,"to bear, to suffer, to endure.",-0.542,Negative
antyúhus,NN,noun,"spectacles, eyeglasses.",0.0,Neutral
anu,PRP,pronoun,what.,0.0,Neutral
anu,VB,verb,"to become, to do with.",0.0,Neutral
ánud,VB,verb,"to drift, to flow with the current.",0.0,Neutral
ánum,CD,numeral,six.,0.0,Neutral
anúnsyo,NN,noun,"announcement, broadcast.",0.0,Neutral
anúnsyo,VB,verb,"to announce, to broadcast, to make public.",0.0,Neutral
ányag,JJ,adjective,"beautiful, pretty.",0.796,Positive
anyil,JJ,adjective,indigo,0.0,Neutral
ányo,NN,noun,year.,0.0,Neutral
apa,JJ,adjective,"dumb , mute , tongue-tied",-0.511,Negative
ápa,NN,noun,cone.,0.0,Neutral
apan,NN,noun,an adult locust,0.0,Neutral
ápang,CC,conjunction,"but, however.",0.0,Neutral
aparador,NN,noun,"cupboard , dresser , sideboard",0.0,Neutral
aparadór,NN,noun,"closet, cabinet.",0.0,Neutral
ápas,VB,verb,"to follow, to go after.",0.0,Neutral
ápat,CD,numeral,four;  forty; /ika-/ fourth; /napulug-/ fourteen.,0.0,Neutral
apá’,NN,noun,"mute, dumb.",-0.511,Negative
apdo,NN,noun,"bile , gall",0.0,Neutral
apdo,NN,noun,( anatomy ) gall bladder,0.0,Neutral
ápdu,NN,noun,gall bladder.,0.0,Neutral
apelyédo,NN,noun,"surname, last name.",0.0,Neutral
apendisitis,NN,noun,appendicitis,0.0,Neutral
apian,NN,noun,opium,0.0,Neutral
ápin,VB,verb,"to support, to side with, to be an ally to, to defend.",0.402,Positive
apinas,JJ,adjective,"difficult , scarce , trying",-0.361,Negative
apínas,JJ,adjective,scarce.,0.0,Neutral
apitong,NN,noun,tree,0.0,Neutral
aplá’ag,VB,verb,"to spread, to break and scatter.",0.0,Neutral
apo,NN,noun,grandchild,0.0,Neutral
apo,NN,noun,grandfather,0.0,Neutral
apo nga babae,NN,noun,granddaughter,0.0,Neutral
apo nga lalaki,NN,noun,grandson,0.0,Neutral
apog,NN,noun,( chemistry ) limestone,0.0,Neutral
apok,NN,noun,eczema,0.0,Neutral
apú,NN,noun,grandchild.,0.0,Neutral
ápug,NN,noun,lime.,0.0,Neutral
ápuk,VB,verb,"to throw, to be blown aside.",0.0,Neutral
apurá,VB,verb,"to make haste, to hasten.",0.0,Neutral
ara,NN,noun,altar stone in a catholic church,0.0,Neutral
arado,VB,verb,plough,0.0,Neutral
arádu,NN,noun,plow.,0.0,Neutral
arádu,VB,verb,"to plow, to use a plow to break up or turn the soil.",0.0,Neutral
ára’,DT,deictic,there (short form to mean far from the speaker).,0.0,Neutral
aresgádo,JJ,adjective,"adventurous, daring, foolhardy.",0.361,Positive
ári,DT,deictic,here (short form to mean near the speaker).,0.0,Neutral
arisgado,JJ,adjective,"avid , adventurous",0.557,Positive
arisgado,JJ,adjective,"daring , risky synonym: makahas",0.178,Positive
aritmetika,NN,noun,arithmetic,0.0,Neutral
aritmétika,NN,noun,arithmetic.,0.0,Neutral
aritos,NN,noun,earring,0.0,Neutral
arítus,NN,noun,earring.,0.0,Neutral
arí’arí,JJ,adjective,stunted in growth.,0.382,Positive
árko,NN,noun,arch.,0.0,Neutral
ármas,NN,noun,"weapon, arms.",-0.296,Negative
arnibal,NN,noun,syrup,0.0,Neutral
arnibal,NN,noun,"caramel , coconut caramel ( latík )",0.0,Neutral
arnibal,NN,noun,molasses,0.0,Neutral
arnibal,NN,noun,sweetener,0.0,Neutral
aro,NN,noun,leprosy,0.0,Neutral
aroro,NN,noun,arrowroot,0.0,Neutral
aros,NN,noun,rice,0.0,Neutral
arpa,NN,noun,"harp , lyre",0.0,Neutral
arte,NN,noun,"art , skill",0.0,Neutral
arte,NN,noun,artifice,0.0,Neutral
árte,NN,noun,"art, design, decoration;  actor, actress.",0.0,Neutral
árte,JJ,adjective,"creative, artistic, vain.",0.026,Neutral
artikulo,NN,noun,article,0.0,Neutral
artíkulo,NN,noun,article.,0.0,Neutral
arúy,UH,interjection,ouch.,0.0,Neutral
ásab,JJ,adjective,"voracious, gluttonous, ravenous.",0.0,Neutral
asál,VB,verb,to roast particularly on a pit.,0.0,Neutral
ásang,NN,noun,fish gill.,0.0,Neutral
asáwa,NN,noun,wife.,0.0,Neutral
asáwa,VB,verb,"to take a wife, to marry.",0.0,Neutral
asawa sang hari,NN,noun,queen,0.0,Neutral
asero,NN,noun,steel,0.0,Neutral
aséro,NN,noun,steel.,0.0,Neutral
asibar,NN,noun,aloe vera,0.0,Neutral
asikáso,VB,verb,"to take care of, to attend to.",0.494,Positive
asilo,NN,noun,"asylum , protection , shelter , refuge",0.0,Neutral
asílo,NN,noun,"sanctuary, institution of relief or care for the destitute or afflicted.",0.586,Positive
asin,NN,noun,salt ( sodium chloride ),0.0,Neutral
asin,VB,verb,to salt ( add salt to ),0.0,Neutral
asín,NN,noun,salt.,0.0,Neutral
asín,JJ,adjective,salty.,0.0,Neutral
asinan,NN,noun,salt mine,0.0,Neutral
aslang,NN,noun,chin,0.0,Neutral
aslum,NN,noun,sourness,0.0,Neutral
aslum,NN,noun,acidity,0.0,Neutral
aslum,VB,verb,to sour,0.0,Neutral
áslum,NN,noun,sourness.,0.0,Neutral
áslum,JJ,adjective,sour.,0.0,Neutral
aso,NN,noun,smoke,0.0,Neutral
aso,VB,verb,to fumigate,0.0,Neutral
asog,NN,noun,( historical ) an effeminate man who functions as a babaylan,0.0,Neutral
asog,NN,noun,a barren woman,0.0,Neutral
asoy,JJ,adjective,useful,0.44,Positive
asoy,NN,noun,"declaration , explanation ; a clear statement",0.382,Positive
asoy,NN,noun,"result , use",0.0,Neutral
aspalto,NN,noun,asphalt,0.0,Neutral
aspalto,VB,verb,to asphalt,0.0,Neutral
asú,NN,noun,smoke.,0.0,Neutral
asú,VB,verb,to smoke.,0.0,Neutral
asugi,NN,noun,mercury,0.0,Neutral
asúgi,NN,noun,"mercury, quicksilver.",0.0,Neutral
asugi nga buhi,NN,noun,quicksilver,0.0,Neutral
asukar,NN,noun,sugar,0.0,Neutral
asúkar,NN,noun,refined sugar.,0.0,Neutral
asúl,JJ,adjective,blue.,0.0,Neutral
asunto,RB,adverb,"concerning , with regard to",0.0,Neutral
asunto,NN,noun,lawsuit,-0.226,Negative
asúntu,NN,noun,"lawsuit, a case before a court.",-0.226,Negative
asupre,NN,noun,sulphur,0.0,Neutral
aswang,NN,noun,"( folklore , mythology ) aswang ( shapeshifting evil creature in philippine mythology )",-0.66,Negative
áswang,NN,noun,"witch, sorceress.",-0.361,Negative
asyendéro,NN,noun,"big landowner, sugar magnate.",0.0,Neutral
atake,NN,noun,attack synonym: salakay,-0.477,Negative
atáke,VB,verb,"to attack, to assault, to fall upon.",-0.784,Negative
atatalo,NN,noun,caterpillar,0.0,Neutral
atataró,NN,noun,caterpillar.,0.0,Neutral
atatayog,JJ,adjective,useless ; up to no good,-0.638,Negative
atay,NN,noun,( anatomy ) liver,0.0,Neutral
atáy,NN,noun,liver.,0.0,Neutral
atendér,VB,verb,"to attend to, to look after.",0.0,Neutral
aténsyon,NN,noun,attention.,0.0,Neutral
athag,JJ,adjective,"clear , distinct",0.382,Positive
athag,VB,verb,clarify,0.0,Neutral
áthag,JJ,adjective,"clear, distinct.",0.382,Positive
atí,NN,noun,"to rob, to plunder, to steal, to sack.",-0.778,Negative
atipalo,NN,noun,earwig,0.0,Neutral
atipán,VB,verb,"to take care of, to attend to.",0.494,Positive
atipuyúng,VB,verb,"to be dizzy, to feel faint.",-0.226,Negative
atis,NN,noun,sugar apple ( annona squamosa ),0.0,Neutral
atog,NN,noun,( anatomy ) glans penis,0.0,Neutral
atomo,NN,noun,( physics ) atom,0.0,Neutral
atop,NN,noun,roof synonym: bubongan,0.0,Neutral
átras,VB,verb,"to go behind, to move back.",0.0,Neutral
atrasado sa pagbayad,JJ,adjective,delinquent,0.0,Neutral
atráso,JJ,adjective,"late, delayed.",-0.226,Negative
atsara,NN,noun,pickles,0.0,Neutral
atsára,NN,noun,pickled green papaya.,0.0,Neutral
atú,DT,deictic,"that (short form to mean yonder, far from both the speaker and the listener).",0.0,Neutral
atubang,VB,verb,to confront ; to face,-0.178,Negative
atúbang,VB,verb,"to face, to confront, to stand before.",-0.178,Negative
atúbang,RB,adverb,in front of.,0.0,Neutral
átun,PRP,pronoun,"our, ours (first person inclusive pre-possessive pronoun).",0.0,Neutral
atúp,NN,noun,roof.,0.0,Neutral
atutúli,NN,noun,earwax.,0.0,Neutral
awa,NN,noun,"compassion , mercy , pity",0.511,Positive
áwas,VB,verb,to overflow.,0.0,Neutral
awat,VB,verb,to annoy,-0.44,Negative
awat,VB,verb,to delay or waste someone's time,-0.625,Negative
awát,VB,verb,"to annoy, to waste another person’s time, to delay.",-0.791,Negative
áway,NN,noun,"combat, fight, assault.;  opponent.",-0.832,Negative
áway,VB,verb,"to fight, to go to war.",-0.758,Negative
áwa’,NN,noun,"mercy, compassion, pity.",0.511,Positive
áwa’,VB,verb,to have compassion for.,0.459,Positive
áwto,NN,noun,"car, automobile.",0.0,Neutral
awtopsiya,NN,noun,autopsy,0.0,Neutral
áy,UH,interjection,"oh, ouch, oh no.",0.0,Neutral
ayag,VB,verb,sift,0.0,Neutral
ayág,VB,verb,"to sift, to screen, to strain.",-0.052,Negative
ayagan,NN,noun,sieve,0.0,Neutral
ayám,VB,verb,to hunt.,0.0,Neutral
ayam-ayam,NN,noun,ant,0.0,Neutral
ayáp,VB,verb,"to adopt, to be willing to accept something new, to take up and practice as one’s own.",0.511,Positive
ayáw,VB,verb,"to have more than enough, to be satiated, to be abundantly fed.",0.0,Neutral
ayáw,NN,noun formative,’ayáwan si pédro sang pagká’un.,0.0,Neutral
áyhan,CC,conjunction,"perhaps, therefore.",0.0,Neutral
ayi,NN,noun,spleen,0.0,Neutral
ayo,NN,noun,a pet name,0.0,Neutral
ayo,NN,noun,"bargain , discount",0.202,Positive
ayo,VB,verb,to ask or request,0.0,Neutral
aypon,NN,noun,protege,0.0,Neutral
áyu,VB,verb,"to become well, to fix something to make it work, to become good.",0.612,Positive
áyu,JJ,adjective,"fine, good, well.",0.7,Positive
ayuda,NN,noun,"aid , help synonym: bulig",0.402,Positive
áyu’,NN,noun,"bargain, discount.",0.202,Positive
áyu’,VB,verb,"to bargain, to ask for a discount.",0.202,Positive
ba-og,JJ,adjective,"gray , grey",0.052,Positive
baak,JJ,adjective,"crushed , broken",-0.71,Negative
baak,VB,verb,"to crush , to squeeze",-0.153,Negative
baas,VB,verb,"diminish , lessen",0.0,Neutral
baba,NN,noun,mouth,0.0,Neutral
baba-an,JJ,adjective,glib ; talkative,0.0,Neutral
babae,NN,noun,"dame , maid , mistress , girl",0.0,Neutral
babana,NN,noun,soursop,0.0,Neutral
babaye,NN,noun,female ; woman or girl coordinate term: lalake,0.0,Neutral
babayen-on,JJ,adjective,effeminate,0.0,Neutral
babayi,NN,noun,alternative form of babaye,0.0,Neutral
babáyi,NN,noun,"female, woman.",0.0,Neutral
babaylan,NN,noun,"healer , shaman",0.0,Neutral
babha,NN,noun,"wound , gash",0.0,Neutral
baboy,NN,noun,pig ( mammal of genus sus ) ; swine,0.0,Neutral
bábuy,NN,noun,"pig, pork.",0.0,Neutral
bacolodnon,NN,noun,resident or inhabitant of bacolod,0.0,Neutral
bacolodnon,JJ,adjective,of or pertaining to bacolod,0.0,Neutral
badlak,VB,verb,"beam , dazzle , sparkle",0.421,Positive
badlu,NN,noun,phlegm,0.0,Neutral
bádlung,VB,verb,"to point out a fault or mistake, to correct by telling a person.",-0.625,Negative
bádlu’,NN,noun,phlegm.,0.0,Neutral
bag-o,JJ,adjective,"new , fresh antonym: daan",0.318,Positive
bag-ohan,NN,noun,beginner,0.0,Neutral
baga,NN,noun,"charcoal , cinder , coal , light",0.0,Neutral
bága,NN,noun,"ember, live coal.",0.0,Neutral
bagáhe,NN,noun,"luggage, piece of baggage, cargo.",0.0,Neutral
bagáng,VB,verb,"to heat, to make red hot.",0.0,Neutral
bagani,NN,noun,act of heroism,0.586,Positive
baganihan,NN,noun,hero,0.557,Positive
baganíhan,NN,noun,hero.,0.557,Positive
bagásu,NN,noun,bagasse.,0.0,Neutral
bagat-bagat,NN,noun,centipede,0.0,Neutral
bagatnan,NN,noun,south synonym: habagatnan,0.0,Neutral
bagátnan,NN,noun,south.,0.0,Neutral
bágay,NN,noun,"thing, idea, notion, effects.",0.0,Neutral
bágid,VB,verb,"to rub together, to strike together.",-0.128,Negative
bágid,JJ,adjective,"of fruits, unripe, nearly ripe.",0.0,Neutral
bagis,NN,noun,shark,0.0,Neutral
bagnas,JJ,adjective,unripe,0.0,Neutral
bagol,NN,noun,( anatomy ) skull synonym: yubon,0.0,Neutral
bagol,NN,noun,"any skull -like vessel , such as a rough coconut shell cut in half and used for cleaning",0.103,Positive
bagol,NN,noun,( figuratively ) brain ; mind synonym: utok,0.0,Neutral
bagon,NN,noun,wagon,0.0,Neutral
bagoong,NN,noun,shrimp paste,0.0,Neutral
bagrong,NN,noun,sound,0.0,Neutral
bágrung,NN,noun,"roaring sound, thunderous sound.",0.0,Neutral
bágrung,VB,verb,"to roar, to thunder, to make a deafening sound.",-0.296,Negative
bágrut,VB,verb,to gnash or grind one’s teeth.,0.0,Neutral
bágsak,NN,noun,bedbug.,0.0,Neutral
bagsat,NN,noun,bedbug,0.0,Neutral
bagting,NN,noun,"chime , ring , toll",0.0,Neutral
bágting,VB,verb,"to ring a bell, to toll.",0.0,Neutral
bagtis,NN,noun,mudfish,0.0,Neutral
bágtung,VB,verb,to wrap in a bundle especially with a woven cloth.,0.0,Neutral
bágu,RB,adverb,before.,0.0,Neutral
bagúl,NN,noun,hard shell of the coconut.,-0.103,Negative
bagyo,NN,noun,tropical cyclone,0.0,Neutral
bagyo,NN,noun,typhoon,0.0,Neutral
bagyo,NN,noun,storm,0.0,Neutral
bágyu,NN,noun,"rainstorm, typhoon, hurricane.",0.0,Neutral
bágyu,VB,verb,"to be stormy, to be forceful.",0.0,Neutral
bág’u,JJ,adjective,"new, recent, unfamiliar, novel.",0.318,Positive
bág’u,VB,verb,"to make new, to change, to renew.",0.0,Neutral
baha,NN,noun,flood,0.0,Neutral
bahála’,VB,verb,to be responsible for.,0.318,Positive
bahaw,JJ,adjective,( of food ) cold,0.0,Neutral
bahaw,NN,noun,cold rice,0.0,Neutral
bahawbahaw,NN,noun,ant,0.0,Neutral
bahá’,NN,noun,flood.,0.0,Neutral
bahá’,VB,verb,to cover with a flood.,0.0,Neutral
báhin,NN,noun,"part, chapter, share.",0.296,Positive
báhin,VB,verb,"to divide, to deal with‚ to make small parts of.",0.0,Neutral
báhit,VB,verb,to take something out from the fire.,-0.34,Negative
bahol,JJ,adjective,"odor , smell , stink",-0.402,Negative
bahon,VB,verb,to sneeze,0.0,Neutral
bahoy,NN,noun,"witch , sorceress",-0.361,Negative
bahoy,VB,verb,to enchant or cast a spell upon someone,0.0,Neutral
báhu,NN,noun,"of music, bass.",0.0,Neutral
bahúg,NN,noun,food for pigs.,0.0,Neutral
bahúg,VB,verb,"of animals, to feed swine, or any animal; of people, to eat mixed foods simultaneously.",0.0,Neutral
bahúl,JJ,adjective,"coarse, loose or rough texture.",-0.318,Negative
bahún,NN,noun,sneeze.,0.0,Neutral
bahún,VB,verb,to sneeze.,0.0,Neutral
báhu’,NN,noun,"smell, odor, stink.",-0.402,Negative
báhu’,JJ,adjective,"odorous, pungent, acrid smelling, stinking.",-0.527,Negative
bailo,VB,verb,"change , barter , swap",0.0,Neutral
bairan,NN,noun,whetstone,0.0,Neutral
bais,VB,verb,sharpen,0.0,Neutral
baka,NN,noun,"cow , bull , ox",0.0,Neutral
báka,NN,noun,"cow, beef.",0.0,Neutral
bakág,VB,verb,"to get annoyed, to lose one’s patience.",-0.649,Negative
bakal,VB,verb,to buy ; to purchase ; to shop,0.0,Neutral
bakál,VB,verb,"to buy, to purchase.",0.0,Neutral
bakalaw,NN,noun,codfish,0.0,Neutral
bakasyón,NN,noun,"vacation, leisure trip.",0.0,Neutral
bakasyón,VB,verb,"to take a vacation, to go on a trip.",0.0,Neutral
baká’,JJ,adjective,"bow-legged, walking as if under a strain.",-0.052,Negative
baká’,VB,verb,to walk under weight.,0.0,Neutral
bákbak,VB,verb,to strip off.,0.0,Neutral
bákhaw,NN,noun,mangrove.,0.0,Neutral
bákhu’,VB,verb,"to sigh, to moan, to lament.",-0.542,Negative
báknal,JJ,adjective,"burdensome, onerous, bulky.",-0.421,Negative
báknit,VB,verb,"to nudge, to pinch, to pluck.",0.0,Neutral
bakolod,NN,noun,hill ; hillock ; mound ; slope,0.0,Neutral
bakud,NN,noun,"strength synonyms: baskug , bukud , kusug , pag-un",0.494,Positive
bakud,NN,noun,stiffness synonym: tiskug,0.0,Neutral
bákud,JJ,adjective,"strong, stiff.",0.511,Positive
bákud,VB,verb,"to become strong, to stiffen.",0.511,Positive
bákul,VB,verb,to beat or baffle with blows using a piece of wood or a piece of metal.,0.0,Neutral
bakúlud,NN,noun,"slope, hill.",0.0,Neutral
bakúna,NN,noun,vaccination.,0.0,Neutral
bakúna,VB,verb,to vaccinate.,0.0,Neutral
bakyas,JJ,adjective,"( of soil ) rocky , stony , barren",0.0,Neutral
bakyas,NN,noun,"stone , rock",0.0,Neutral
bal-ag,NN,noun,a metal file,0.0,Neutral
balá,RP,particle,question particle to express doubt or uncertainty; tag question particle.,-0.599,Negative
bála,NN,noun,bullet.,0.0,Neutral
balaan,JJ,adjective,"divine , holy , pious , upright , virtuous",0.791,Positive
balaanon,JJ,adjective,"( religion ) saintly , blessed , holy",0.599,Positive
balaanon,JJ,adjective,"happy , beatific",0.758,Positive
balaba,NN,noun,rattan,0.0,Neutral
balabag,NN,noun,impediment,0.0,Neutral
balábag,VB,verb,"to frustrate, to block, to lay across as of a log.",-0.71,Negative
balabaw,NN,noun,"mouse ; rat synonyms: ambaw , ilaga",0.0,Neutral
balagon,NN,noun,vine,0.0,Neutral
balágun,NN,noun,"vine, climbing plant.",0.0,Neutral
balahibo,NN,noun,body hair,0.0,Neutral
balahibo,NN,noun,fur,0.0,Neutral
balahibo,NN,noun,feathers synonym: balukag,0.0,Neutral
balahibo sang hayop,NN,noun,"fur , sable",0.0,Neutral
balahíbu,NN,noun,"of animals, fur; of people, skin hair.",0.0,Neutral
baláka,VB,verb,"to feel concerned about something or somebody, to worry.",-0.44,Negative
balaklon,NN,noun,"commodities , goods , wares",0.0,Neutral
balaligya,NN,noun,"commodities , goods , merchandise",0.0,Neutral
balanak,NN,noun,( a kind of fish ) mullet,0.0,Neutral
balának,NN,noun,mullet.,0.0,Neutral
