word,definition,language,link,source
abrasíta,"To hug-, clasp-, take-, in one's arms. Nagaabrasitaháy silá. They are walking arm in arm. (see hakús, púgus, abráso).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abrasita/,PinoyDictionary-Hiligaynon
abráso,"(Sp. abrazo) Embrace, clasping, hugging; to embrace, clasp, hug, press to one's bosom. Sang pagabút níya sa balay ginabrasóhan siá sang íya nga ilóy. When he arrived home, his mother clasped him to her bosom. Indì siá magpaabráso. She does not allow herself to be embraced. Nagabrasoháy silá. They embraced each other. (see hakús, púgus).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abraso/,PinoyDictionary-Hiligaynon
ábri,"(Sp. abrir) To unlock, unfasten, open; to begin, commence, said of schools, classes, sessions, meetings, etc. Abrihi ang puérta, ang bintánà, etc. Open the door, the window, etc. Naabrihán na ang mga kláse. Classes have commenced. Ang makáwat walâ makaábri sang káha. The thief could not unlock-, open-, the safe. Kon walâ ka sing yábi nga ikaábri sa ganháan, bingkalá na lang. If you have no key that can unlock the door, simply burst the door in. (see bukás).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abri/,PinoyDictionary-Hiligaynon
abrigána,"(Sp. abrir, gana) Stimulant, appetizer, hors d'oeuvre, anything taken before a meal to whet the appetite.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abrigana/,PinoyDictionary-Hiligaynon
abrígo,"(Sp. abrigo) Shawl; to use a shawl, etc. Abrigóhi siá. Put a shawl on her, cover her with a shawl. Ang mga babáye, nagapangabrígo. Women wear shawls. (see abláy, kúnop).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abrigo/,PinoyDictionary-Hiligaynon
abríl,(Sp. abril) April. (see Kilíng).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abril/,PinoyDictionary-Hiligaynon
abrilátas,"(Sp. abrir, latas) Can-opener, tin-opener.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abrilatas/,PinoyDictionary-Hiligaynon
abrisíta,See abrasíta.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abrisita/,PinoyDictionary-Hiligaynon
absolbér,"(Sp. absolver) To absolve, acquit, declare free. A, kon amó inâ, índì akó makaabsolbér sa ímo. Oh, if that is so, I cannot absolve you. Absolbehí siá. Absolve him. Give him absolution. (see patáwad, luás, pasáylo).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/absolber/,PinoyDictionary-Hiligaynon
absolusyón,"(Sp. absolución) Absolution, acquittal. (see pagpatáwad, kapatawáran).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/absolusyon/,PinoyDictionary-Hiligaynon
absuélto,"(Sp. absuelto) Absolved, acquitted, declared free. Also used as a verb. Ginabsueltohán siá sang hukóm. He was acquitted by the judge. (see pinatáwad, luwás, luás).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/absuelto/,PinoyDictionary-Hiligaynon
absúrdo,"(Sp. absurdo) Absurdity, nonsense: absurd, nonsensical, foolish. (see pagkabúang, puriákot, waláy, sáyod, binúang, linóko, tinónto).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/absurdo/,PinoyDictionary-Hiligaynon
ábtan,For abután from abút-to arrive.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abtan/,PinoyDictionary-Hiligaynon
ábtik,"Dexterity, adroitness, skill, quickness, expertness in invention or execution; to be or become expert, adroit, dexterous, skillful. Bisán pa gánì ang búndul nga táo kon maghánas sing may kapísan magaábtik. Even a slow man, if he practises diligently, will become dexterous. Abtiká ang pagsulát. Try to write quickly. Naabtikán gid akó sang iya nga pagtahì. I was much impressed by her skill at sewing.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abtik/,PinoyDictionary-Hiligaynon
abúd,"(B) Hem, edge; to hem, or edge garments by doubling and sewing. Abdi ang kamiséta ko or butangán mo sing abúd ang ákon kamiséta. Hem my shirt. (see sidsid, pilô, píod, dóble).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abud/,PinoyDictionary-Hiligaynon
ábud,A plant with medicinal properties.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abud/,PinoyDictionary-Hiligaynon
abuéla,"(Sp. abuela) Grandmother. (see úlang, úyang, úway, bayí).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abuela/,PinoyDictionary-Hiligaynon
abuélo,"(Sp. abuelo) Grandfather. (see úlang, úyong, lakí).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abuelo/,PinoyDictionary-Hiligaynon
abúkan,"A kind of sea-shell. (see pakinháson, búskay, mángay, sigáy, búli, lampírong, tipáy, búdyong).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abukan/,PinoyDictionary-Hiligaynon
abúkay,"To ruffle, rumple, disturb the surface of; to rummage. (see balúkhay, balúskay).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abukay/,PinoyDictionary-Hiligaynon
abúnda,"(Sp. abundar, abundante) Abundant, plentiful, amply sufficient, more than enough, enough and to spare, abounding; to abound, be abundant, etc. Abúnda na or nagaabúnda na ang humáy. There is plenty of rice now. Naabundahán na kitá sang áton pangabúhì. We have now plenty to live upon. Maíwat karón ang ísdà, ápang magaabúnda man liwán kunína. Fish is now scarce, but it will be plentiful again. (see bugánà, dagáyà, dagásà, óya, úya).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abunda/,PinoyDictionary-Hiligaynon
"ábung, abúng","To intercept, stop, catch (by crossing one's way, or the like). Pinaabúngan (Pinaabungán) silá níya sa mga táo. He had them caught by his men. He ordered his men to catch them. (see dakúp, lipót, bángan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abung-abung/,PinoyDictionary-Hiligaynon
abusár,"(Sp. abusar) Misuse, abuse; to misuse, abuse. Nagabusár siá sang kaálwan sang íya tíà. She abused the generosity of her aunt. Ayáw pagabusahí ang íya kaáyo. For God's sake, don't abuse her goodness. Ginabusahán níla ang íya kalólot. They took advantage of his kindness.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abusar/,PinoyDictionary-Hiligaynon
abúso,"(Sp. abuso) Abuse, wrong-doing, impropriety, reprehensible conduct, bad custom; to abuse, beguile, cheat, misuse. A, abúso gid inâ. Oh, that is a bad custom. Ah, that is very improper. Dílì mo pagabusóhan ang ímo isigkatáo. Don't cheat your fellow-man.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abuso/,PinoyDictionary-Hiligaynon
abút,"To arrive, come to, reach, to appear on the scene. Sán-o pa ikáw magabút? When did you arrive? Sán-o ikáw magaabút? When will you come? Abutan ko ikáw karón sa ímo balay. I will come to see you presently at your home. Inabután siá sing dakû nga kahádluk. Great fear came over him. Anó ang ginapaabút mo? What are you waiting for? Paabutón ta pa ang koríyo kag ugáling magpaúlì. Let us wait for the mail to come in and then go home. Maglakát ka na sing madásig, agúd makaabút pa ikáw dídto sa napát-ud nga táknà. Now, walk quickly, that you may reach there at the appointed hour.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abut/,PinoyDictionary-Hiligaynon
ábut,"To reach, come up with, overtake, catch up with. Abúton ko ikáw karón. I shall soon overtake you. Dalágan ka, agúd dílì ka maábut kag sungáyon sang karabáw nga simarón. Run, lest the wild buffalo should catch and toss you. Básì maábut mo pa siá sa dálan. Possibly you may overtake him yet on the road. Nagabút gid siá, ápang walâ makaábut sang misa. He arrived, indeed, but too late for hearing Mass. (Literally: ""----, but he could not reach Mass).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abut/,PinoyDictionary-Hiligaynon
abút-abút,"Freq. of abút. Also: Following one another in quick succession, (see abák-abák).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abut-abut/,PinoyDictionary-Hiligaynon
abút-ábut,"Freq. of ábut. To come and go, pass off and on; to come within reach, to reach nearly, but not quite. Nagaabút-ábut sa íya ang balatían. The disease attacks him periodically or in frequent fits. Ang kánding ginaabút-ábut na sang idô nga nagalagás. The goat is being nearly caught up to by the pursuing dog. Ang tá-ub nagaabút-ábut dirí siníng baybáyon túbtub sa tungâtúngà sinâ nga búgsok. The high tide on this beach usually rises to about the middle of that post.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abut-abut/,PinoyDictionary-Hiligaynon
ábwà,"To make or scramble for, gather, collect, lay up. See hábwà id.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abwa/,PinoyDictionary-Hiligaynon
ábyan,See ábian id.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abyan/,PinoyDictionary-Hiligaynon
abyasión,"(Sp. aviación) Aviation, aeronautics. (see lupád).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abyasion/,PinoyDictionary-Hiligaynon
"abyérto, ábyog, abyogán","See abiérto, ábiog, abiogán.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/abyerto-abyog-abyogan/,PinoyDictionary-Hiligaynon
ád-ad,"To cut in thin slices, to slice with a frame-set knife. Ad-adá ang kamóti. Slice the sweet potato. Iád-ad akó ánay siníng mga patátas. Kindly slice these potatoes for me.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ad-ad/,PinoyDictionary-Hiligaynon
ád-ad,"To gossip, divulge or let out secrets, give full rein to the tongue. Indì mo pagad-adón ang mga tinágò sang ímo isigkatáo. Don't let out your neighbour's secrets.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ad-ad/,PinoyDictionary-Hiligaynon
ád-ad,"To reject food, slobber, slubber, drivel, slaver, let food slowly flow from the mouth (as babies often do). Indì mo pagadadón ang kán-on. Do not slobber your food. Indì mo pagadadón ang ságing. Don't slobber and spit out, the banana.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ad-ad/,PinoyDictionary-Hiligaynon
ad-adán,"A slicer, a frame-set knife for slicing potatoes, radishes, tomatoes and the like, (ád-ad).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ad-adan/,PinoyDictionary-Hiligaynon
áda,(Sp. háda) Fairy.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ada/,PinoyDictionary-Hiligaynon
adá-áda,"To receive in trust, to acquire with the prospect of ultimate ownership, to have some property provisionally settled on oneself during the lifetime of the testator (especially applied to lands distributed to their children by parents with the stipulation that the parents retain the ownership as long as they live, and may at any time change the previous arrangement). Nagaadá-áda siá siníng (or ginaadá-áda níya iní nga) bántud sámtang (miéntras) buhì ang íya ginikánan. This enclosed field is in his possession or administration during the lifetime of his parent (with the promise of ultimate ownership after the death of his parent). Ginpaadá-adahán níya ang íya mga anák sing mga dútà. He distributed some lands among his children.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ada-ada/,PinoyDictionary-Hiligaynon
adárna,A singing bird. (Perhaps from the Sp. alóndra-lark).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adarna/,PinoyDictionary-Hiligaynon
ádat,"Acridity, pungency, sharpness, bitterness; to be or become sour, sharp, bitter, hot, biting, acid, pungent, acrid. Ang nagakáon sing búnga nga línghod sang kabúgaw maadátan. He who eats unripe fruit of a pomelo tree will find it very bitter. Ang sabór siníng kabúgaw nagpaádat sang ákon dílà. The taste of this pomelo was like acid on my tongue. Naadátan ang tutúnlan ko. I feel a biting in my throat. (árat id.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adat/,PinoyDictionary-Hiligaynon
"adbertí, adbertír","(Sp. advertir) To advise, give warning, instruct, give notice, call attention to. Adbertihá siá sinâ. Bring it to his notice. Notify him about it. Call his attention to it. Ginadbertí níya akó nga--. He sent me word that--. He advised me to--. (see tíngga, tíngkaw, paálam, pahibaló, abíso, paabíso).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adberti-adbertir/,PinoyDictionary-Hiligaynon
adelantádo,"(Sp. adelantado) Progressive, advanced, modern; fast (of a watch). (see mainuswagón, matín-ad, madásig).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adelantado/,PinoyDictionary-Hiligaynon
adelantár,"(Sp. adelantar) To promote, ameliorate, introduce progressive methods or modern inventions; to advance, put on. Adelantahí akó ánay sing kwárta. Advance me some money. Paadelantahá ang taknáan (relóh) sing napúlò ka minuto. Put on the clock ten minutes. Kon magadelantár ikáw sa ákon sing napúlò ka mángmang magakosinéro mo akó. If you advance me ten pesos I am willing to become your cook.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adelantar/,PinoyDictionary-Hiligaynon
adélpa,"(Sp. adelfa) The rose-bay, oleander.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adelpa/,PinoyDictionary-Hiligaynon
además,"(Sp. ademas) Moreover, further, besides. (see lábut, pa, kapín, pa).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ademas/,PinoyDictionary-Hiligaynon
ádgaw,"A tree, whose leaves and flowers are supposed to posses cough-curing properties.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adgaw/,PinoyDictionary-Hiligaynon
adí,"Give me. Hand me. Let me have a look. Adí, tan-awón ko. Bring it here, I'll have a look at it. Adí, ákon inâ. Hand that to me, it is mine. Adí ang lápis sang ákon útod. Give me my brother's pencil. (adí is probably a contraction of ""dálha dirí""-""Bring it here"").",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adi/,PinoyDictionary-Hiligaynon
adíkdik,"Dandruff, scurf, scurfiness.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adikdik/,PinoyDictionary-Hiligaynon
adikdikón,"Full of dandruff, scurfy, one affected with dandruff.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adikdikon/,PinoyDictionary-Hiligaynon
adíng,"A term of endearment used in addressing that class of effeminates known as ""agî"": Deary! My dear!",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ading/,PinoyDictionary-Hiligaynon
adióng,A large ship; the ark (of Noe).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adiong/,PinoyDictionary-Hiligaynon
adiós,"(Sp. adios) God bless you. God speed you. Good-bye. Farewell. Also used as a verb, mostly with pa-. Nagpaadiós siá sa ákon or ginpaadiosán níya akó. He bade me good-bye. Ihátag mo iní sa íya nga ipaadiós ko sa íya. Give him this from me as a farewell keepsake. (see paálam).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adios/,PinoyDictionary-Hiligaynon
adisyón,"(Sp. adicion) Addition, extension, increase. (see súma, dúgang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adisyon/,PinoyDictionary-Hiligaynon
ádlaw,"Sun; day; daylight; to be or become daylight; to pass or spend a day. Nagabútlak na ang ádlaw. The sun is rising. Adlaw na; lakát kitá. It's daylight now; let us go. Kon magádlaw (umádlaw) na, pagadayúnon ta ang áton paglakát. When daylight appears, we will continue our march. Sa sulúd sang duhá ukón tátlo ka ádlaw mapamanílà akó. Within two or three days I'll depart for Manila. Naadlawán kitá dídto. We passed a full day there. Naduhaán kitá ka ádlaw dídto. We spent two days there. Sa ádlaw nga Miérkoles. On Wednesday. Sang naglígad nga ádlaw nga Miérkoles. Last Wednesday. Maáyo nga ádlaw. Good day. Good morning. Adlaw nga inugpuása kag inugpaúmud sa kárne. A day of fasting and abstinence. Sang isá sinâ nga mga ádlaw nga naglilí-gad---. One of these last days----. Sa tanán nga ádlaw. Every day.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/adlaw/,PinoyDictionary-Hiligaynon
