word,POS symbol,POS word,meaning,sentiment score,sentiment
amba sang pispis,NN,noun,warbler,0.0,Neutral
ambahan,NN,noun,"chanted verse, characterized by the use of seven-foot lines; by conspicuous lack of loanwords (from spanish, tagalog, or hiligaynon); by many archaic hanunoo terms; and by being sung always without instrumental accompaniment",-0.318,Negative
ámbit,VB,verb,"to participate, to share in.",0.296,Positive
ambulansya,NN,noun,ambulance,0.0,Neutral
ámbung,NN,noun,"radiance, beauty.",0.735,Positive
ámbung,JJ,adjective,"radiant, effulgent, beautiful.",0.791,Positive
amérika,NN,noun,america.,0.0,Neutral
amerikána,NN,noun,"formal coat for men, female american citizen.",0.0,Neutral
amerikáno,NN,noun,american citizen.,0.0,Neutral
ami,NN,noun,(international standards) iso 639-3 language code for amis.,0.0,Neutral
amidol,NN,noun,"the hydrochloride of the amino-phenol 2,4-diaminophenol, used as a photographic developer.",0.0,Neutral
amidúl,NN,noun,variant of almidúl.,0.0,Neutral
amígo,NN,noun,"friend, buddy.",0.494,Positive
amihan,NN,noun,"north
synonym: norte",0.0,Neutral
amimíluk,NN,noun,eyelash.,0.0,Neutral
aminhan,JJ,adjective,"north
synonym: norte",0.0,Neutral
aminhan,NN,noun,"north
synonym: norte",0.0,Neutral
amínhan,NN,noun,north.,0.0,Neutral
amlig,NN,noun,"care, caution",0.494,Positive
ámlig,VB,verb,"to handle with care, to be, careful.",0.586,Positive
amo,NN,noun,(international standards) iso 639-3 language code for amo.,0.0,Neutral
amog,JJ,adjective,(obsolete) to run amok,-0.296,Negative
amoma,VB,verb,"regale, treat with food and drink",0.402,Positive
amorokpok,NN,noun,"meteorite, shooting star",0.0,Neutral
amoy,NN,noun,small monkey,0.0,Neutral
ampis,NN,noun,the front part of a bahag,0.0,Neutral
ampo,NN,noun,a javan snack food consisting of thin sticks of baked earth.,0.0,Neutral
ampo,VB,verb,a javan snack food consisting of thin sticks of baked earth.,0.0,Neutral
ámpu’,NN,noun,"prayer, pleading.",0.0,Neutral
ámpu’,VB,verb,"to pray, to beseech, to beg, to plead.",0.318,Positive
amú,PRP,pronoun,"it, that.",0.0,Neutral
amú,RB,adverb,similarly.,0.0,Neutral
ámu,NN,noun,"boss, employer, master.",0.0,Neutral
amúma,VB,verb,"to be hospitable, to entertain.",0.318,Positive
amumuklid,NN,noun,toadstool,0.0,Neutral
ámun,PRP,pronoun,"our, ours (first person exclusive plural pre-possessive pronoun).",0.128,Positive
ámut,NN,noun,"subscription, donation, contribution.",0.0,Neutral
ámut,VB,verb,"to contribute, to help by giving something.",0.625,Positive
amú’,NN,noun,monkey.,0.0,Neutral
amyon,NN,noun,"fragrance, scent, smell",0.0,Neutral
ámyun,JJ,adjective,fragrant.,0.0,Neutral
anad,JJ,adjective,"accustomed to; skilled at; expert in
synonym: antigo
anad yi kami sa kainda pag buhay.we are already accustomed to this way of life.",0.0,Neutral
anad,VB,verb,"accustomed to; skilled at; expert in
synonym: antigo
anad yi kami sa kainda pag buhay.we are already accustomed to this way of life.",0.0,Neutral
anád,JJ,adjective,"usual, sophisticated, accustomed to.",0.557,Positive
anád,VB,verb,"to be accustomed to, to make familiar through experience.",0.0,Neutral
anak,NN,noun,"marks the topic of the clause, sentence, or conversation.
1905, john bachelor, an ainu-english-japanese dictionary (including a grammar of the ainu language):meko anak ne chikap ehopiye, ""the cat sprang upon the bird.""",0.077,Positive
anák,NN,noun,child.,0.0,Neutral
anák,VB,verb,"to bear a child, to give birth, to be godparent to a child during baptism or confirmation.",0.0,Neutral
anak nga babae,NN,noun,daughter,0.0,Neutral
anak-anak,NN,noun,an adoptee; an adopted son or daughter,0.0,Neutral
ananay,JJ,adjective,"gentle, mild, soft, slow, noiseless, quiet, tranquil, quietly",0.477,Positive
ánaw,NN,noun,"deluge, great flood.",0.625,Positive
anay,NN,noun,bandicoot,0.0,Neutral
ánay,RP,particle,"please, wait a minute.",0.318,Positive
ánay,NN,noun,termite.,0.0,Neutral
andam,JJ,adjective,"prepared; ready
synonyms: preparado, puwesto, handa",0.527,Positive
ándam,VB,verb,"to be cautious, to be careful, to beware, to be prepared.",0.273,Positive
andamio,NN,noun,"scaffold
synonym: estada",0.0,Neutral
andámyu,NN,noun,gangplank.,0.0,Neutral
ándar,VB,verb,"to function, to work.",0.0,Neutral
anekdota,NN,noun,joke,0.296,Positive
áng,RP,particle,definite noun marker.,0.273,Positive
ángay,JJ,adjective,"appropriate, becoming.",0.0,Neutral
ángay,VB,verb,"to be well matched, to be equal, to look becoming, to fit.",0.557,Positive
ángga’,NN,noun,"nickname, pet name.",0.0,Neutral
ángga’,VB,verb,"to fondle, to caress, to pet, to care for very much.",0.494,Positive
anggid,JJ,adjective,similar,0.0,Neutral
ánggid,JJ,adjective,"alike, similar.",0.0,Neutral
ánggid,VB,verb,"to be alike, to compare.",0.0,Neutral
anggid-anggid,JJ,adjective,"diminutive of anggid: nearly alike, similar",0.0,Neutral
anghel,NN,noun,angel,0.0,Neutral
anghit,NN,noun,smell or odor of a goat,0.0,Neutral
angkab,VB,verb,a take a bite,0.0,Neutral
ángkab,VB,verb,"of animals, to snap, to bite, to seize with teeth so as to grip or bite.",0.0,Neutral
ángkla,NN,noun,anchor.,0.0,Neutral
angkod,NN,noun,incisor; front teeth,0.0,Neutral
ángkun,VB,verb,"to acquire, to attain, to possess.",0.0,Neutral
angso,NN,noun,odor or stench of urine,-0.511,Negative
angút,VB,verb,"to join together, to tie together, to fasten together.",0.296,Positive
anhel,NN,noun,"yearning, desire
synonyms: deler, desig",0.494,Positive
anhing,JJ,adjective,dead; deceased; late,-0.649,Negative
anhíng,JJ,adjective,"late, departed, living comparatively recently.",0.0,Neutral
áni,NN,noun,"harvest, produce.",0.0,Neutral
áni,VB,verb,"to harvest, to reap.",0.0,Neutral
anila,NN,noun,beehive,0.0,Neutral
anila,VB,verb,beehive,0.0,Neutral
aninaw,VB,verb,to observe carefully,0.128,Positive
aningál,VB,verb,to have the delusion of hearing a familiar sound.,0.0,Neutral
aninipot,NN,noun,firefly,0.0,Neutral
ankla,NN,noun,anchor,0.0,Neutral
ankla,VB,verb,anchor,0.0,Neutral
ántes,RB,adverb,"earlier, before, in advance, previously.",0.0,Neutral
antígu,VB,verb,"to know, to be knowledgeable.",0.0,Neutral
anting-anting,NN,noun,(philippines) a filipino amulet or talisman.,0.0,Neutral
ánting’ánting,NN,noun,"amulet, talisman.",0.0,Neutral
antipara,NN,noun,"eyeglasses, glasses, spectacles
synonyms: antiohos, tagosilang",0.0,Neutral
antipatiko,JJ,adjective,"repugnant, repulsive",0.0,Neutral
antipatikú,JJ,adjective,"unsympathetic, settled aversion.",-0.44,Negative
antiyado,JJ,adjective,buff (color),0.0,Neutral
ántud,JJ,adjective,"fetid, of odor, burnt.",0.0,Neutral
ántus,VB,verb,"to bear, to suffer, to endure.",-0.542,Negative
antyúhus,NN,noun,"spectacles, eyeglasses.",0.0,Neutral
anu,PRP,pronoun,what.,0.0,Neutral
anu,VB,verb,"to become, to do with.",0.0,Neutral
ánud,VB,verb,"to drift, to flow with the current.",0.0,Neutral
anum,NN,noun,(twi) five,0.0,Neutral
ánum,CD,numeral,six.,0.0,Neutral
anúnsyo,NN,noun,"announcement, broadcast.",0.0,Neutral
anúnsyo,VB,verb,"to announce, to broadcast, to make public.",0.0,Neutral
ányag,JJ,adjective,"beautiful, pretty.",0.796,Positive
anyil,JJ,adjective,laundry blue,0.0,Neutral
ányo,NN,noun,year.,0.0,Neutral
apa,JJ,adjective,(international standards) iso 639-2 & iso 639-5 language code for southern athabaskan languages.,0.0,Neutral
ápa,NN,noun,cone.,0.0,Neutral
apan,NN,noun,"(fandom slang) a member of an amateur press association.
1990 august, guy lillian, “'tis the season”, in mimosa‎[1], number 8, page 4:the greatest apan of all time lives on a quiet old street rising above hagerstown, maryland.
1998 october 3, brown, rich [dr gafia], “fan terms (1)”, in rec.arts.sf.fandom‎[2] (usenet), retrieved 13 june 2018, message-id <19981003020622.14181.00000964@ng52.aol.com>:most of the participants in the mundane apas are hobby printers—-and the disdain with which our fandom once viewed xeroxing of fanzines is but a pale reflection of the way mundane apans have looked upon the mimeo and the ditto as a means of publishing ""papers"" (as they call their amateur publications).
2006 may, arnie katz, “the thin veneer”, in confuson‎[3], volume 1, number 4:i immediately began a cutback. i remained an enthusiastic apan, but by the time i gafiated around 1976, i was in only one, fapa.",0.829,Positive
apang,JJ,adjective,but,0.0,Neutral
ápang,CC,conjunction,"but, however.",0.0,Neutral
aparador,NN,noun,cupboard,0.0,Neutral
aparadór,NN,noun,"closet, cabinet.",0.0,Neutral
ápas,VB,verb,"to follow, to go after.",0.0,Neutral
apat,NN,noun,"four
synonym: kuwatro",0.0,Neutral
ápat,CD,numeral,four;  forty; /ika-/ fourth; /napulug-/ fourteen.,0.0,Neutral
apá’,NN,noun,"mute, dumb.",-0.511,Negative
apdo,NN,noun,gall; bile,0.0,Neutral
ápdu,NN,noun,gall bladder.,0.0,Neutral
apelyédo,NN,noun,"surname, last name.",0.0,Neutral
apendisitis,NN,noun,appendicitis,0.0,Neutral
apian,NN,noun,"relating to bees.
1904, harper's new monthly magazine, volume 108, page 559:in fact, apian, formican, vespal, and termital government is not a monarchy, but a pure democracy. the queens of ants, bees, wasps, and termites wear the crown of maternity — no other.",-0.421,Negative
ápin,VB,verb,"to support, to side with, to be an ally to, to defend.",0.402,Positive
apinas,JJ,adjective,"difficult, scarce, trying",-0.361,Negative
apínas,JJ,adjective,scarce.,0.0,Neutral
apitong,NN,noun,the medium hardwood tree dipterocarpus grandiflorus.,0.0,Neutral
aplá’ag,VB,verb,"to spread, to break and scatter.",0.0,Neutral
apo,NN,noun,(international standards) iso 639-3 language code for ambul.,0.0,Neutral
apo nga babae,NN,noun,granddaughter,0.0,Neutral
apo nga lalaki,NN,noun,grandson,0.0,Neutral
apog,NN,noun,"(chemistry) lime
synonym: puti",0.0,Neutral
apok,NN,noun,ergative indefinite of apo,0.0,Neutral
apú,NN,noun,grandchild.,0.0,Neutral
ápug,NN,noun,lime.,0.0,Neutral
ápuk,VB,verb,"to throw, to be blown aside.",0.0,Neutral
apurá,VB,verb,"to make haste, to hasten.",0.0,Neutral
ara,NN,noun,(international standards) iso 639-2 & iso 639-3 language code for arabic.,0.0,Neutral
arado,VB,verb,plow/plough,0.0,Neutral
arádu,NN,noun,plow.,0.0,Neutral
arádu,VB,verb,"to plow, to use a plow to break up or turn the soil.",0.0,Neutral
ára’,DT,deictic,there (short form to mean far from the speaker).,0.0,Neutral
aresgádo,JJ,adjective,"adventurous, daring, foolhardy.",0.361,Positive
ári,DT,deictic,here (short form to mean near the speaker).,0.0,Neutral
arina,NN,noun,flour,0.0,Neutral
arisgado,JJ,adjective,"daring
synonym: mapangahas",0.361,Positive
aritmetika,NN,noun,arithmetic,0.0,Neutral
aritmétika,NN,noun,arithmetic.,0.0,Neutral
aritos,NN,noun,earring,0.0,Neutral
arítus,NN,noun,earring.,0.0,Neutral
arí’arí,JJ,adjective,stunted in growth.,0.382,Positive
árko,NN,noun,arch.,0.0,Neutral
ármas,NN,noun,"weapon, arms.",-0.296,Negative
arnibal,NN,noun,syrup,0.0,Neutral
aro,NN,noun,(international standards) iso 639-3 language code for araona.,0.0,Neutral
aroro,NN,noun,arrowroot,0.0,Neutral
aros,NN,noun,plural of aro,0.0,Neutral
arpa,NN,noun,harp (musical instrument),0.0,Neutral
arte,NN,noun,indefinite nominative/accusative plural of art,0.0,Neutral
árte,NN,noun,"art, design, decoration;  actor, actress.",0.0,Neutral
árte,JJ,adjective,"creative, artistic, vain.",0.026,Neutral
artikulo,NN,noun,,0.0,Neutral
artíkulo,NN,noun,article.,0.0,Neutral
arúy,UH,interjection,ouch.,0.0,Neutral
ásab,JJ,adjective,"voracious, gluttonous, ravenous.",0.0,Neutral
asál,VB,verb,to roast particularly on a pit.,0.0,Neutral
ásang,NN,noun,fish gill.,0.0,Neutral
asáwa,NN,noun,wife.,0.0,Neutral
asáwa,VB,verb,"to take a wife, to marry.",0.0,Neutral
asawa sang hari,NN,noun,queen,0.0,Neutral
asero,NN,noun,steel,0.0,Neutral
aséro,NN,noun,steel.,0.0,Neutral
asibar,NN,noun,aloe vera,0.0,Neutral
asikáso,VB,verb,"to take care of, to attend to.",0.494,Positive
asilo,NN,noun,"asylum, protection, shelter, refuge",0.0,Neutral
asílo,NN,noun,"sanctuary, institution of relief or care for the destitute or afflicted.",0.586,Positive
asin,NN,noun,salt,0.0,Neutral
asin,VB,verb,salt,0.0,Neutral
asín,NN,noun,salt.,0.0,Neutral
asín,JJ,adjective,salty.,0.0,Neutral
asinan,NN,noun,third-person plural present indicative of asinar,0.0,Neutral
aslang,NN,noun,chin,0.0,Neutral
aslum,NN,noun,sourness,0.0,Neutral
aslum,VB,verb,sourness,0.0,Neutral
áslum,NN,noun,sourness.,0.0,Neutral
áslum,JJ,adjective,sour.,0.0,Neutral
aso,NN,noun,(international standards) iso 639-3 language code for dano.,0.0,Neutral
aso,VB,verb,(international standards) iso 639-3 language code for dano.,0.0,Neutral
asog,NN,noun,"(historical) in pre-colonial bicol;  an effeminate man, who functions as a village priestess or medium",0.0,Neutral
asoy,JJ,adjective,useful,0.44,Positive
asoy,NN,noun,useful,0.44,Positive
aspalto,NN,noun,asphalt,0.0,Neutral
aspalto,VB,verb,asphalt,0.0,Neutral
asú,NN,noun,smoke.,0.0,Neutral
asú,VB,verb,to smoke.,0.0,Neutral
asugi,NN,noun,mercury,0.0,Neutral
asúgi,NN,noun,"mercury, quicksilver.",0.0,Neutral
asugi nga buhi,NN,noun,quicksilver,0.0,Neutral
asukar,NN,noun,sugar,0.0,Neutral
asúkar,NN,noun,refined sugar.,0.0,Neutral
asúl,JJ,adjective,blue.,0.0,Neutral
asunto,JJ,adjective,"home, residence; unit, housing unit, dwelling unit; dwelling, domicile, habitation (any place for living, especially one constructed for that purpose)
synonym: asumus
near-synonym: koti",0.052,Positive
asunto,NN,noun,"home, residence; unit, housing unit, dwelling unit; dwelling, domicile, habitation (any place for living, especially one constructed for that purpose)
synonym: asumus
near-synonym: koti",0.052,Positive
asúntu,NN,noun,"lawsuit, a case before a court.",-0.226,Negative
asupre,NN,noun,sulfur,0.0,Neutral
aswang,NN,noun,a shapeshifting evil creature in philippine mythology,-0.66,Negative
áswang,NN,noun,"witch, sorceress.",-0.361,Negative
asyendéro,NN,noun,"big landowner, sugar magnate.",0.0,Neutral
atake,NN,noun,"attack
synonyms: salakay, sakyada, surong",-0.477,Negative
atáke,VB,verb,"to attack, to assault, to fall upon.",-0.784,Negative
atatalo,NN,noun,caterpillar,0.0,Neutral
atataró,NN,noun,caterpillar.,0.0,Neutral
atatayog,JJ,adjective,useless; up to no good,-0.638,Negative
atay,NN,noun,(anatomy) liver,0.0,Neutral
atáy,NN,noun,liver.,0.0,Neutral
atendér,VB,verb,"to attend to, to look after.",0.0,Neutral
aténsyon,NN,noun,attention.,0.0,Neutral
athag,JJ,adjective,"clear, distinct",0.382,Positive
athag,VB,verb,"clear, distinct",0.382,Positive
áthag,JJ,adjective,"clear, distinct.",0.382,Positive
atí,NN,noun,"to rob, to plunder, to steal, to sack.",-0.778,Negative
atipalo,NN,noun,earwig,0.0,Neutral
atipán,VB,verb,"to take care of, to attend to.",0.494,Positive
atipuyúng,VB,verb,"to be dizzy, to feel faint.",-0.226,Negative
atis,NN,noun,sugar apple (annona squamosa),0.0,Neutral
atog,NN,noun,(anatomy) glans penis,0.0,Neutral
atomo,NN,noun,(physics) atom,0.0,Neutral
aton,PRP,pronoun,us,0.0,Neutral
atop,NN,noun,"on the top of.
he sat atop the mountain, waiting for the end of the world.
1960 november, david morgan, “""piggyback""—u.s. success story”, in trains illustrated, page 684:for example, when trailers containing new automobiles were first piggybacked two areas of potential damage became evident: (1) diesel locomotive exhaust left a film of oil on the new autos; and (2) auto windshields could be scarred or cracked by the metal-tipped ""tell-tales"" which warn men atop trains of oncoming bridges or tunnels.
1966, the minnesota review, volume 6, page 242:a virtue is made out of a necessity, with the child feeling far more atop and master of his oddness, his behavior now deliberate or even clever.
2006, dewey lambdin, the gun ketch, page 48:""and other things,"" she echoed, nodding slowly and resting her body a little more atop him again.
2014, paul salopek, blessed. cursed. claimed., national geographic (december 2014)[1]
“monotheism was born here,” goren tells me atop a cliff overlooking the sheet of iron-colored water.
2025 april 24, anna silman, “now comes the ‘womanosphere’: the anti-feminist media telling women to be thin, fertile and republican”, in the guardian‎[2], →issn:the leading voices of the womanosphere are using a similar strategy. as brittany hugoboom put it in an op–ed for the rightwing outlet quillette: “conservatives will never win if they imagine themselves as combatants atop defensive battlements, hurling abuse on the mass media. we need to involve ourselves in the creation of pop culture.”",0.257,Positive
átras,VB,verb,"to go behind, to move back.",0.0,Neutral
atrasado sa pagbayad,JJ,adjective,delinquent,0.0,Neutral
atráso,JJ,adjective,"late, delayed.",-0.226,Negative
