Word,Part of speech,affixation,meaning,example,English example,source
kapid,noun,,nominative plural of kapp,,,https://en.wiktionary.org/wiki/kapid
kapilya,noun,,chapel,,,https://en.wiktionary.org/wiki/kapilya
karabaw,noun,,carabao; water buffalo,,,https://en.wiktionary.org/wiki/karabaw
karnabal,noun,,"carnival; fair traveling amusement park
Synonym: perya",,,https://en.wiktionary.org/wiki/karnabal
karwahe,noun,,four-wheeled horse-drawn carriage,,,https://en.wiktionary.org/wiki/karwahe
kasag,noun,,crab (saltwater),,,https://en.wiktionary.org/wiki/kasag
kasing,noun,,"a top or spinning top, made of wood and spun by a string",,,https://en.wiktionary.org/wiki/kasing
kasingkasing,noun,,"(anatomy) heart
Synonym: korason",,,https://en.wiktionary.org/wiki/kasingkasing
kasirum,noun,,evening,,,https://en.wiktionary.org/wiki/kasirum
kasisit-an,noun,,"difficulties, troubles",,,https://en.wiktionary.org/wiki/kasisit-an
kasulya,noun,,(Christianity) chasuble,,,https://en.wiktionary.org/wiki/kasulya
katig,noun,,outrigger,,,https://en.wiktionary.org/wiki/katig
Katsila,noun,,"Spanish
Synonym: Espanyol",,,https://en.wiktionary.org/wiki/Katsila
katulundan,noun,,sunset,,,https://en.wiktionary.org/wiki/katulundan
kauswagan,noun,,"advancement; improvement
Synonym: kalamboan",,,https://en.wiktionary.org/wiki/kauswagan
kawa,noun,,Alternative form of kava.,,,https://en.wiktionary.org/wiki/kawa
kawatan,noun,,"a toy
An paborito kong kawatan.My favorite toy.",,,https://en.wiktionary.org/wiki/kawatan
kawayan,noun,,"bamboo
Synonyms: kalap, butong",,,https://en.wiktionary.org/wiki/kawayan
kawayanan,noun,,bamboo grove or plantation,,,https://en.wiktionary.org/wiki/kawayanan
kawing,noun,,present participle and gerund of kaw,,,https://en.wiktionary.org/wiki/kawing
kawit,noun,,"hook
Synonym: gantso",,,https://en.wiktionary.org/wiki/kawit
kawkus,noun,,caucus,,,https://en.wiktionary.org/wiki/kawkus
kilat,noun,,lightning (flash of light),,,https://en.wiktionary.org/wiki/kilat
kilay,noun,,(anatomy) eyebrow; brow,,,https://en.wiktionary.org/wiki/kilay
kinataohan,noun,,birthday,,,https://en.wiktionary.org/wiki/kinataohan
kolera,noun,,"anger, rage
Synonym: amorru",,,https://en.wiktionary.org/wiki/kolera
kolintas,noun,,rosary,,,https://en.wiktionary.org/wiki/kolintas
koltson,noun,,mattress,,,https://en.wiktionary.org/wiki/koltson
kompanyero,noun,,"companion
Synonyms: kaibahan, kabohan",,,https://en.wiktionary.org/wiki/kompanyero
konbensyon,noun,,"convention, meeting",,,https://en.wiktionary.org/wiki/konbensyon
korason,noun,,"(anatomy) heart
Synonym: kasingkasing",,,https://en.wiktionary.org/wiki/korason
kubrekama,noun,,bedsheet; bedspread,,,https://en.wiktionary.org/wiki/kubrekama
kudyapi,noun,,a boat-shaped lute,,,https://en.wiktionary.org/wiki/kudyapi
kulantro,noun,,cilantro (US); coriander (UK),,,https://en.wiktionary.org/wiki/kulantro
kuning,noun,,yellow,,,https://en.wiktionary.org/wiki/kuning
kuring,noun,,cat,,,https://en.wiktionary.org/wiki/kuring
kusina,noun,,kitchen,,,https://en.wiktionary.org/wiki/kusina
kutkut,noun,,alternative spelling of kutkot,,,https://en.wiktionary.org/wiki/kutkut
kuto,noun,,louse,,,https://en.wiktionary.org/wiki/kuto
kutsara,noun,,spoon,,,https://en.wiktionary.org/wiki/kutsara
kutsarita,noun,,teaspoon,,,https://en.wiktionary.org/wiki/kutsarita
kutsilyo,noun,,(cutlery) kitchen knife,,,https://en.wiktionary.org/wiki/kutsilyo
kutud,noun,,"boundary, line",,,https://en.wiktionary.org/wiki/kutud
kuul,noun,,"ball, especially a heavy one",,,https://en.wiktionary.org/wiki/kuul
kwadra,noun,,shed,,,https://en.wiktionary.org/wiki/kwadra
kwarentenas,noun,,quarantine,,,https://en.wiktionary.org/wiki/kwarentenas
labaha,noun,,"razor
Synonym: pang-ahit",,,https://en.wiktionary.org/wiki/labaha
lae,noun,,(international standards) ISO 639-3 language code for Pattani.,,,https://en.wiktionary.org/wiki/lae
lag-it,noun,,"cheat, imposter, sneak, swindler, trickster",,,https://en.wiktionary.org/wiki/lag-it
lagari,noun,,saw (tool),,,https://en.wiktionary.org/wiki/lagari
lagwerta,noun,,alternative form of laguwerta,,,https://en.wiktionary.org/wiki/lagwerta
lagwertero,noun,,gardener,,,https://en.wiktionary.org/wiki/lagwertero
lala,noun,,Alternative form of ilala.,,,https://en.wiktionary.org/wiki/lala
lalaki,noun,,"a man; a male human
Coordinate term: babayi",,,https://en.wiktionary.org/wiki/lalaki
lamok,noun,,mosquito,,,https://en.wiktionary.org/wiki/lamok
landong,noun,,"shadow
Synonym: halon",,,https://en.wiktionary.org/wiki/landong
lanog,noun,,"weal; bruise, black eye",,,https://en.wiktionary.org/wiki/lanog
lansang,noun,,nail (metal pin),,,https://en.wiktionary.org/wiki/lansang
langgaw,noun,,vinegar,,,https://en.wiktionary.org/wiki/langgaw
langit,noun,,sky,,,https://en.wiktionary.org/wiki/langit
langoy,noun,,"swim, swimming",,,https://en.wiktionary.org/wiki/langoy
lap-ok,noun,,blister,,,https://en.wiktionary.org/wiki/lap-ok
larawanan,noun,,photographer's studio,,,https://en.wiktionary.org/wiki/larawanan
lasi,noun,,"to leave
1905, L. L. Zamenhof, Fundamento de Esperanto, Antaŭparolo:Mi permesis al mi nur korekti la preserarojn; sed se ia vorto estis erare aŭ nelerte tradukita, mi ĝin lasis en tiu ĉi libro tute senŝanĝeI allowed myself only to correct the printing errors; but if any word was erroneously or unskillfully translated, I left it in this book entirely unchanged",,,https://en.wiktionary.org/wiki/lasi
latagon,noun,,"valley, a rural area",,,https://en.wiktionary.org/wiki/latagon
latayan,noun,,a narrow bridge often with no handrail,,,https://en.wiktionary.org/wiki/latayan
latok,noun,,(dated) small table,,,https://en.wiktionary.org/wiki/latok
lawa,noun,,spider,,,https://en.wiktionary.org/wiki/lawa
lawas,noun,,old,,,https://en.wiktionary.org/wiki/lawas
layi,noun,,"adultery
Synonym: láè",,,https://en.wiktionary.org/wiki/layi
libre,noun,,"(obsolete, rare) Especially of the will: free, independent, unconstrained.
1599, Alexander Hume, “Of Gods Benefites Bestowed vpon Man”, in Hymnes, or Sacred Songs, […], Edinburgh: Printed by Robert Walde-graue, […], →OCLC; republished as John Gardiner Kinnear, editor, Hymns and Sacred Songs, […] (Bannatyne Club Publications; 41), Edinburgh: Printed by Ballantyne and Co. [for the Bannatyne Club], 1832, →OCLC, page 10:He [God] Adame lent a libre will to follow what he liſt, / And with his holy ſpirit, and grace his choſen dois aſſiſt: [...]",,,https://en.wiktionary.org/wiki/libre
likod,noun,,(anatomy) back,,,https://en.wiktionary.org/wiki/likod
lima,noun,,Alternative letter-case form of Lima of the ICAO/NATO radiotelephony alphabet.,,,https://en.wiktionary.org/wiki/lima
linaw,noun,,"clarity, clearness
Synonym: liwanag
Antonyms: libog, labog",,,https://en.wiktionary.org/wiki/linaw
linog,noun,,earthquake,,,https://en.wiktionary.org/wiki/linog
linti,noun,,"lentils
Synonym: pãpudã",,,https://en.wiktionary.org/wiki/linti
lingkoranan,noun,,"a seat; a chair
Synonym: siya",,,https://en.wiktionary.org/wiki/lingkoranan
liog,noun,,(anatomy) neck,,,https://en.wiktionary.org/wiki/liog
liso,noun,,"seed
Synonym: binhi",,,https://en.wiktionary.org/wiki/liso
lomot,noun,,moss (plants of the division Bryophyta),,,https://en.wiktionary.org/wiki/lomot
luab,noun,,collar,,,https://en.wiktionary.org/wiki/luab
lubi,noun,,"(mythology) a mythological figure of Albanian folklore imagined as a spiteful multiheaded serpentine dragon woman (also imagined as a serpent or demon), not dissimilar to a Lernean Hydra in Ancient Greek folklore. The number of heads varies from 7 to 100, and when one is cut off another grows in its place.
Synonym: kuçedër",,,https://en.wiktionary.org/wiki/lubi
lubong,noun,,"burial (act of burying)
Synonym: talbong",,,https://en.wiktionary.org/wiki/lubong
lugpitan,noun,,"press, vice, clamp",,,https://en.wiktionary.org/wiki/lugpitan
luha,noun,,tear,,,https://en.wiktionary.org/wiki/luha
lunang,noun,,mud,,,https://en.wiktionary.org/wiki/lunang
lungsod,noun,,"city
Synonym: siyudad",,,https://en.wiktionary.org/wiki/lungsod
luy-a,noun,,ginger (Zingiber officinale),,,https://en.wiktionary.org/wiki/luy-a
mais,noun,,maize; corn,,,https://en.wiktionary.org/wiki/mais
mamaw,noun,,"(UK, dialect, Scottish lowlands) One's mother.",,,https://en.wiktionary.org/wiki/mamaw
man-og,noun,,snake,,,https://en.wiktionary.org/wiki/man-og
mananap,noun,,"any animal
Coordinate terms: hayop, ihalas",,,https://en.wiktionary.org/wiki/mananap
manang,noun,,elder sister; big sister,,,https://en.wiktionary.org/wiki/manang
manay,noun,,"male
ca kading manay ― a male goat",,,https://en.wiktionary.org/wiki/manay
manok,noun,,"chicken, poultry, fowl",,,https://en.wiktionary.org/wiki/manok
manol,noun,,the Arabian jasmine (Jasminum sambac),,,https://en.wiktionary.org/wiki/manol
manong,noun,,elder brother; big brother,,,https://en.wiktionary.org/wiki/manong
manoy,noun,,"elder brother; big brother
Nagtatabang si manoy sa samuyang mga magurang sa mga gibohon sa harong.Our big brother helps our parents do housework.",,,https://en.wiktionary.org/wiki/manoy
mangga,noun,,mango,,,https://en.wiktionary.org/wiki/mangga
mango,noun,,"A tropical Asian fruit tree, Mangifera indica.
1980, Bruce Chatwin, The Viceroy of Ouidah, page 146:On the hot days, he would lie in the shade of a mango and let little Eugenia clamber over his belly and tug at his beard.",,,https://en.wiktionary.org/wiki/mango
maragomo,noun,,short with someone,,,https://en.wiktionary.org/wiki/maragomo
mata,noun,,"A respectful title for a female spiritual leader or for a wife, mother, or grandmother of a male spiritual leader.",,,https://en.wiktionary.org/wiki/mata
matápan,noun,,"flat, level, plain",,,https://en.wiktionary.org/wiki/mat%C3%A1pan
milok,noun,,eyelash,,,https://en.wiktionary.org/wiki/milok
monyeka,noun,,alternative spelling of munyeka,,,https://en.wiktionary.org/wiki/monyeka
multa,noun,,fine,,,https://en.wiktionary.org/wiki/multa
mumho,noun,,fallen crumbs of cooked rice on the floor or table,,,https://en.wiktionary.org/wiki/mumho
munga,noun,,(obsolete) The bonnet monkey.,,,https://en.wiktionary.org/wiki/munga
musika,noun,,music,,,https://en.wiktionary.org/wiki/musika
namit,noun,,"taste, flavor
Synonyms: tana, lasa
Ano an namit kaiyan?What's the taste of it?",,,https://en.wiktionary.org/wiki/namit
Negrense,noun,,A native or inhabitant of the Philippine island of Negros,,,https://en.wiktionary.org/wiki/Negrense
nipa,noun,,A palm tree of the species Nypa fruticans.,,,https://en.wiktionary.org/wiki/nipa
numero,noun,,The sign ⟨ № ⟩.,,,https://en.wiktionary.org/wiki/numero
ngalan,noun,,name,,,https://en.wiktionary.org/wiki/ngalan
okra,noun,,"The edible immature mucilaginous seed pod (properly, capsule) of the Abelmoschus esculentus.
1679, Thomas Trapham, A Discourse of the State of Health in the Island of Jamaica..., pages 59–60:...as a food easy of digestion may well be admitted likewise the young Ocra an agreeable Food as well for the species as individual, dressed variously according to pleasure...
1940, Farmers' Bulletin, number 232, page 7:Select young okra, wash thoroughly, remove the stems, and wipe the okra dry.
1997, Lisette Verlander et al., The Cookin' Cajun Cooking School Cookbook, page 25:Wash and dry okra, remove stems, and slice in one-inch rounds. (If using frozen okra, do not wash.) Heat two tablespoons oil in a heavy saucepan other than black iron. Saute okra in oil and vinegar, stirring often until ropiness is gone.
2006, Francis N. Wiltz, In the Kitchen with Papa Wiltz, page 1:I hated cooking okra because it was so slimy when you first start.",,,https://en.wiktionary.org/wiki/okra
paa,noun,,(international standards) ISO 639-2 & ISO 639-5 language code for Papuan languages.,,,https://en.wiktionary.org/wiki/paa
paalam,noun,,causative of álam,,,https://en.wiktionary.org/wiki/paalam
pabrika,noun,,factory,,,https://en.wiktionary.org/wiki/pabrika
pader,noun,,stone or concrete wall or fence,,,https://en.wiktionary.org/wiki/pader
padong,noun,,umbrella,,,https://en.wiktionary.org/wiki/padong
padugi,noun,,method,,,https://en.wiktionary.org/wiki/padugi
paglaum,noun,,hope,,,https://en.wiktionary.org/wiki/paglaum
paka,noun,,frog,,,https://en.wiktionary.org/wiki/paka
paklay,noun,,"a Filipino dish made from various pork, goat, or beef tripe or offal (internal organs), with sautéed spices, such as julienned ginger, chilis (siling mahaba), bamboo shoots (labong), carrots, bell pepper, tomatoes, garlic, onions, and black pepper, among other ingredients, especially in the cuisine of Central Visayas and Mindanao",,,https://en.wiktionary.org/wiki/paklay
palahubog,noun,,"drunkard, alcoholic
Synonyms: palainom, hinginom",,,https://en.wiktionary.org/wiki/palahubog
panakot,noun,,a spice,,,https://en.wiktionary.org/wiki/panakot
pananglitan,noun,,"an analogy, example, or illustration",,,https://en.wiktionary.org/wiki/pananglitan
pangalikog,noun,,a probe,,,https://en.wiktionary.org/wiki/pangalikog
panganud,noun,,cloud,,,https://en.wiktionary.org/wiki/panganud
paryente,noun,,"a relative
Synonyms: relasyon, erensya",,,https://en.wiktionary.org/wiki/paryente
pasahi,noun,,"extraordinary, exceptional, remarkable",,,https://en.wiktionary.org/wiki/pasahi
Passinhon,noun,,resident or inhabitant of Passi,,,https://en.wiktionary.org/wiki/Passinhon
patani,noun,,lima beans,,,https://en.wiktionary.org/wiki/patani
patatas,noun,,a potato,,,https://en.wiktionary.org/wiki/patatas
patay,noun,,to kill,,,https://en.wiktionary.org/wiki/patay
pating,noun,,shark,,,https://en.wiktionary.org/wiki/pating
patron,noun,,"One who protects or supports; a defender or advocate.
c. 1590–1592 (date written), William Shakespeare, “The Taming of the Shrew”, in Mr. William Shakespeares Comedies, Histories, & Tragedies […] (First Folio), London:  […]  Isaac Iaggard, and Ed[ward] Blount, published 1623, →OCLC, [Act IV, scene ii]:patron of my life and liberty
1590, Edmund Spenser, “Book I, Canto I”, in The Faerie Queene. […], London:  […]  [John Wolfe] for William Ponsonbie, →OCLC:the patron of true holiness
1834–1838 (date written), Thomas Babington Macaulay, “Virginia”, in Lays of Ancient Rome, London: Longman, Brown, Green, and Longmans, […], published 1842, →OCLC, page 154:Let him who works the client wrong beware the patron’s ire!
A guardian or intercessor; synonym of patron saint.
St. Joseph is the patron of many different places.",,,https://en.wiktionary.org/wiki/patron
payong,noun,,(historical) A parasol used as a Javanese emblem of rank.,,,https://en.wiktionary.org/wiki/payong
pelikula,noun,,(photography) film (medium used to capture images),,,https://en.wiktionary.org/wiki/pelikula
petsay,noun,,Chinese cabbage (either napa cabbage or bok choy),,,https://en.wiktionary.org/wiki/petsay
pigtot,noun,,coccyx; tailbone,,,https://en.wiktionary.org/wiki/pigtot
pikoy,noun,,"(anatomy, humorous) the penis
Synonyms: buto, pisot",,,https://en.wiktionary.org/wiki/pikoy
pilak,noun,,silver,,,https://en.wiktionary.org/wiki/pilak
pildoras,noun,,pill,,,https://en.wiktionary.org/wiki/pildoras
pililion,noun,,"nominee, one who is worthy or desirable to be chosen",,,https://en.wiktionary.org/wiki/pililion
pito,noun,,A type of beer made from fermented millet or sorghum in parts of West Africa.,,,https://en.wiktionary.org/wiki/pito
piyansa,noun,,(law) bail,,,https://en.wiktionary.org/wiki/piyansa
pobre,noun,,"poor; impoverished
Synonym: mahidap
Antonym: mayaman
Pobre sana kami.We're just poor",,,https://en.wiktionary.org/wiki/pobre
polbora,noun,,"gunpowder
Synonym: ubat",,,https://en.wiktionary.org/wiki/polbora
Pototanon,noun,,resident or inhabitant of Pototan,,,https://en.wiktionary.org/wiki/Pototanon
premyo,noun,,alternative form of premiyo,,,https://en.wiktionary.org/wiki/premyo
primo,noun,,(music) The principal part of a duet.,,,https://en.wiktionary.org/wiki/primo
probinsya,noun,,alternative spelling of probinsiya,,,https://en.wiktionary.org/wiki/probinsya
propeta,noun,,prophet,,,https://en.wiktionary.org/wiki/propeta
pulu,noun,,"A silky material obtained from the fibres of Cibotium glaucum, a tree fern of Hawaii.",,,https://en.wiktionary.org/wiki/pulu
punoan,noun,,"base, foot (of trees)",,,https://en.wiktionary.org/wiki/punoan
punse,noun,,a mixed alcoholic drink,,,https://en.wiktionary.org/wiki/punse
puok,noun,,too short,,,https://en.wiktionary.org/wiki/puok
puol,noun,,"monotonous; tedious, repetitious or lacking in variety",,,https://en.wiktionary.org/wiki/puol
ra-ing,noun,,"dirty, grimy, soiled. sullied",,,https://en.wiktionary.org/wiki/ra-ing
ramay,noun,,rice,,,https://en.wiktionary.org/wiki/ramay
rason,noun,,"reason; excuse
Synonym: dahilan",,,https://en.wiktionary.org/wiki/rason
relihion,noun,,religion,,,https://en.wiktionary.org/wiki/relihion
Sabado,noun,,Saturday,,,https://en.wiktionary.org/wiki/Sabado
sabak,noun,,alternative form of sabat,,,https://en.wiktionary.org/wiki/sabak
sabat,noun,,"(architecture) A roofing structure with the street beneath it in Mediterranean and Middle Eastern architecture, serving to support buildings or to cool pedestrians by maximizing daytime shade and accelerating breezes.",,,https://en.wiktionary.org/wiki/sabat
sabila,noun,,aloe,,,https://en.wiktionary.org/wiki/sabila
sablayan,noun,,"clothesline
Synonyms: halayhayan, balaybayan",,,https://en.wiktionary.org/wiki/sablayan
sag-ang,noun,,(anatomy) chin,,,https://en.wiktionary.org/wiki/sag-ang
sagad,noun,,commonly; usually,,,https://en.wiktionary.org/wiki/sagad
Sagaynon,noun,,resident or inhabitant of Sagay,,,https://en.wiktionary.org/wiki/Sagaynon
saging,noun,,banana,,,https://en.wiktionary.org/wiki/saging
sakayanon,noun,,a seafarer; a sailor or mariner,,,https://en.wiktionary.org/wiki/sakayanon
salakay,noun,,"attack; assail
Synonyms: atake, sakyada, surong",,,https://en.wiktionary.org/wiki/salakay
salaming,noun,,present participle and gerund of salam,,,https://en.wiktionary.org/wiki/salaming
salapi,noun,,money,,,https://en.wiktionary.org/wiki/salapi
salbabida,noun,,life preserver; life jacket,,,https://en.wiktionary.org/wiki/salbabida
salsalon,noun,,iron,,,https://en.wiktionary.org/wiki/salsalon
salug,noun,,floor,,,https://en.wiktionary.org/wiki/salug
samad,noun,,cut,,,https://en.wiktionary.org/wiki/samad
sambag,noun,,"tamarind (Tamarindus indica)
Synonym: tamarindo",,,https://en.wiktionary.org/wiki/sambag
samong,noun,,a species of top snail (Trochus niloticus),,,https://en.wiktionary.org/wiki/samong
